Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,time_spent
35,0,0.0,Research & Development,5,1,Medical,3240,Male,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0,3,3,4.0,1.0,4.0,25632.811244
32,0,2.0,Sales,4,4,Life Sciences,3241,Male,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7,1,3,1.0,4.0,3.0,28031.345381
38,0,1.0,Sales,10,3,Medical,3242,Male,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1,3,3,4.0,3.0,1.0,39243.317269
34,0,1.0,Research & Development,20,3,Medical,3243,Female,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2,3,2.0,1.0,3.0,22262.5502
52,0,1.0,Sales,21,5,Technical Degree,3244,Male,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16,3,3,3.0,1.0,4.0,21578.598393
33,1,1.0,Research & Development,1,2,Medical,3245,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,8,3,3,4.0,4.0,2.0,36099.903614
25,0,1.0,Research & Development,8,3,Life Sciences,3246,Male,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4,3,3,3.0,4.0,2.0,27764.718875
45,0,1.0,Sales,2,3,Life Sciences,3247,Male,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1,3,3,2.0,3.0,3.0,21563.088353
23,0,1.0,Research & Development,23,1,Life Sciences,3248,Female,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2,1,3,1.0,3.0,3.0,28874.413654
47,1,2.0,Research & Development,4,3,Life Sciences,3249,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,3,3,3,2.0,3.0,3.0,36102.072289
34,0,1.0,Research & Development,12,3,Technical Degree,3250,Male,1,Research Scientist,Single,45050,1.0,12,0,6.0,3,6,1,4,3,3,4.0,4.0,3.0,27965.329317
55,1,1.0,Human Resources,7,3,Human Resources,3251,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,4,3,3,4.0,1.0,3.0,28934.497991
36,0,0.0,Research & Development,7,2,Life Sciences,3252,Male,5,Sales Executive,Single,116310,1.0,18,1,10.0,2,10,0,9,1,3,1.0,1.0,3.0,26695.843373
52,0,0.0,Research & Development,1,4,Life Sciences,3253,Male,5,Sales Executive,Married,97380,0.0,18,2,5.0,2,4,1,2,3,3,4.0,4.0,3.0,25916.726907
26,0,2.0,Research & Development,2,2,Life Sciences,3254,Male,1,Manufacturing Director,Divorced,28350,3.0,11,1,5.0,2,2,2,0,3,3,1.0,4.0,3.0,25665.578313
29,0,1.0,Research & Development,10,2,Medical,3255,Male,3,Manufacturing Director,Married,169590,4.0,14,3,11.0,5,8,1,1,3,3,2.0,3.0,2.0,22680.875502
26,1,1.0,Research & Development,15,2,Life Sciences,3256,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2,3,3,4.0,1.0,2.0,22168.469879
34,0,1.0,Research & Development,14,4,Technical Degree,3257,Male,2,Manufacturing Director,Single,61460,2.0,12,0,10.0,3,4,1,3,3,3,2.0,4.0,3.0,22392.710843
54,0,1.0,Research & Development,18,4,Medical,3258,Female,2,Laboratory Technician,Divorced,49630,9.0,15,1,9.0,2,5,1,4,3,3,4.0,1.0,3.0,32074.293172
27,0,2.0,Research & Development,13,2,Life Sciences,3259,Female,4,Research Scientist,Married,195370,0.0,12,0,5.0,5,4,1,1,3,3,3.0,4.0,3.0,24591.518072
37,0,1.0,Sales,2,4,Technical Degree,3260,Male,2,Manufacturing Director,Divorced,61720,0.0,11,0,6.0,1,5,4,3,3,3,4.0,1.0,2.0,34313.449799
38,0,2.0,Sales,2,4,Life Sciences,3261,Female,2,Research Scientist,Single,23680,6.0,11,1,17.0,3,15,4,12,3,3,1.0,1.0,3.0,38890.281124
34,0,1.0,Sales,2,3,Marketing,3262,Male,1,Sales Representative,Single,103120,1.0,12,0,6.0,2,6,1,3,3,3,3.0,1.0,3.0,24679.855421
35,0,1.0,Research & Development,5,4,Medical,3263,Male,3,Manager,Married,16750,1.0,16,0,3.0,6,3,0,2,2,3,1.0,4.0,2.0,28010.654618
30,0,1.0,Research & Development,20,3,Medical,3264,Male,1,Laboratory Technician,Married,25230,3.0,13,1,7.0,2,2,0,2,3,3,4.0,3.0,3.0,25785.248995
40,0,2.0,Research & Development,10,4,Medical,3265,Male,2,Manufacturing Director,Married,65670,1.0,13,1,8.0,3,8,3,7,4,3,3.0,2.0,3.0,22901.79518
34,0,1.0,Research & Development,10,3,Life Sciences,3266,Male,3,Healthcare Representative,Married,47390,5.0,24,2,6.0,2,3,1,2,3,4,3.0,1.0,3.0,28492.236947
42,0,2.0,Research & Development,9,4,Medical,3267,Male,1,Manufacturing Director,Divorced,92080,1.0,15,1,24.0,2,24,14,9,4,3,2.0,4.0,2.0,28111.39759
23,1,1.0,Sales,2,3,Medical,3268,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,0,2,3,3.0,1.0,3.0,28738.742971
24,0,0.0,Sales,1,5,Marketing,3269,Female,1,Manufacturing Director,Divorced,81890,1.0,14,1,1.0,3,1,0,0,3,3,3.0,2.0,3.0,24521.88755
52,0,1.0,Research & Development,29,3,Life Sciences,3270,Male,2,Manufacturing Director,Married,29420,8.0,11,1,9.0,1,5,1,4,2,3,4.0,3.0,3.0,22006.574297
50,0,1.0,Research & Development,8,4,Life Sciences,3271,Male,2,Sales Executive,Married,49410,5.0,11,1,30.0,3,4,0,3,1,3,3.0,3.0,3.0,23098.092369
29,1,1.0,Sales,2,4,Marketing,3272,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,0,4,3,2.0,1.0,3.0,38449.481927
33,0,1.0,Research & Development,3,4,Life Sciences,3273,Male,4,Manufacturing Director,Married,59020,0.0,12,1,14.0,2,13,3,7,3,3,3.0,3.0,4.0,25364.317269
33,1,1.0,Research & Development,23,5,Life Sciences,3274,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2,2,3,1.0,1.0,3.0,28652.666666
47,0,1.0,Research & Development,6,4,Other,3275,Male,2,Manager,Married,63470,1.0,14,0,26.0,2,26,3,0,4,3,3.0,4.0,2.0,34356.538152
36,0,1.0,Sales,6,3,Medical,3276,Female,2,Sales Executive,Married,42000,0.0,22,0,10.0,3,9,0,5,3,4,3.0,2.0,3.0,27680.048192
29,0,1.0,Research & Development,10,3,Other,3277,Male,1,Research Scientist,Married,34520,1.0,11,0,10.0,3,10,0,7,2,3,3.0,3.0,3.0,27645.104417
58,1,1.0,Research & Development,24,3,Other,3278,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,8,3,3,4.0,2.0,3.0,32167.212851
35,0,1.0,Sales,10,4,Marketing,3279,Female,1,Research Scientist,Single,26320,3.0,13,3,7.0,3,2,2,2,4,3,4.0,3.0,3.0,28044.614457
42,0,1.0,Sales,15,1,Marketing,3280,Male,2,Laboratory Technician,Married,46680,9.0,18,2,8.0,2,4,0,2,3,3,4.0,4.0,3.0,37831.831325
28,1,1.0,Research & Development,19,4,Medical,3281,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,1,2,3,3.0,3.0,2.0,22494.100401
36,0,1.0,Research & Development,2,3,Life Sciences,3282,Male,2,Healthcare Representative,Married,27200,4.0,14,1,8.0,3,5,0,4,3,3,3.0,2.0,3.0,23719.951807
32,0,1.0,Research & Development,3,1,Medical,3283,Male,2,Manufacturing Director,Married,171810,1.0,14,0,14.0,2,14,6,8,2,3,3.0,3.0,3.0,28780.975903
40,0,2.0,Sales,9,3,Marketing,3284,Male,3,Manufacturing Director,Single,22380,6.0,14,0,10.0,3,1,0,0,3,3,1.0,3.0,3.0,24863.92771
30,0,1.0,Research & Development,7,3,Technical Degree,3285,Male,2,Research Director,Single,14830,5.0,13,0,12.0,3,0,0,0,3,3,3.0,4.0,2.0,33721.104417
45,0,1.0,Research & Development,10,4,Life Sciences,3286,Male,1,Research Director,Single,56050,1.0,12,2,1.0,2,1,0,0,3,3,2.0,3.0,3.0,23748.160642
42,0,1.0,Research & Development,20,2,Medical,3287,Male,2,Sales Representative,Married,72950,1.0,15,0,10.0,3,9,7,8,3,3,2.0,2.0,2.0,27411.064257
38,0,2.0,Sales,4,3,Medical,3288,Male,2,Research Scientist,Divorced,23060,2.0,19,1,13.0,5,4,1,2,3,3,1.0,1.0,2.0,27311.718875
34,0,2.0,Research & Development,7,4,Life Sciences,3289,Male,3,Laboratory Technician,Single,23480,1.0,14,1,6.0,3,5,1,3,3,3,3.0,4.0,3.0,24817.923694
49,1,1.0,Sales,7,2,Life Sciences,3290,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,7,4,3,3.0,4.0,4.0,22620.148594
55,1,1.0,Human Resources,16,3,Technical Degree,3291,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,3,4,3,3.0,4.0,2.0,22978.979919
43,0,1.0,Research & Development,25,2,Medical,3292,Male,2,Healthcare Representative,Married,61320,6.0,13,0,22.0,3,4,1,0,2,3,2.0,1.0,3.0,26281.678714
27,0,1.0,Sales,2,4,Medical,3293,Male,2,Manager,Divorced,33460,1.0,21,1,9.0,2,9,0,8,2,4,3.0,4.0,3.0,37750.767068
35,0,1.0,Research & Development,1,3,Medical,3294,Male,1,Research Director,Single,108550,3.0,13,1,17.0,2,8,1,6,3,3,3.0,3.0,4.0,25233.244979
28,0,1.0,Sales,1,2,Technical Degree,3295,Female,1,Sales Executive,Married,22310,1.0,12,0,8.0,3,8,7,5,2,3,2.0,2.0,3.0,35573.554216
34,0,1.0,Sales,2,5,Life Sciences,3296,Male,4,Research Scientist,Married,23230,0.0,17,0,4.0,2,3,0,2,3,3,3.0,4.0,1.0,24773.646586
26,1,2.0,Research & Development,22,4,Other,3297,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,7,3,4,3.0,3.0,3.0,28878.751004
27,0,0.0,Sales,1,3,Technical Degree,3298,Female,1,Sales Executive,Married,27130,1.0,11,0,0.0,2,0,0,0,3,3,4.0,4.0,2.0,26255.955823
51,0,1.0,Sales,16,3,Medical,3299,Male,3,Research Scientist,Married,94390,2.0,15,3,29.0,0,20,4,17,3,3,1.0,3.0,2.0,21980.469879
44,0,1.0,Sales,24,5,Medical,3300,Female,1,Sales Executive,Single,25660,9.0,11,1,10.0,3,5,2,3,3,3,4.0,2.0,2.0,22631.26506
25,0,1.0,Research & Development,17,3,Medical,3301,Male,1,Laboratory Technician,Single,199260,7.0,11,3,6.0,5,4,0,1,4,3,1.0,1.0,2.0,23034.220883
33,0,1.0,Research & Development,8,4,Life Sciences,3302,Male,3,Laboratory Technician,Divorced,24510,1.0,13,1,9.0,3,9,0,8,2,3,1.0,1.0,3.0,21546.269076
35,0,1.0,Sales,6,4,Medical,3303,Female,2,Manager,Single,94190,1.0,24,1,6.0,5,6,1,1,2,4,3.0,1.0,2.0,24906.610441
36,0,1.0,Sales,10,4,Marketing,3304,Male,3,Manager,Married,86860,1.0,13,0,18.0,2,18,4,11,3,3,2.0,4.0,2.0,34899.204819
32,0,1.0,Research & Development,3,4,Medical,3305,Female,4,Sales Executive,Divorced,30380,2.0,20,0,8.0,3,5,0,3,3,4,2.0,4.0,2.0,28168.995983
30,0,2.0,Research & Development,4,5,Medical,3306,Male,5,Sales Representative,Divorced,30580,9.0,14,1,10.0,2,5,0,3,3,3,2.0,4.0,2.0,23085.919678
53,0,1.0,Sales,6,3,Marketing,3307,Male,4,Sales Executive,Married,23250,7.0,18,1,35.0,1,5,0,4,4,3,1.0,4.0,3.0,37492.076305
45,0,1.0,Research & Development,1,5,Technical Degree,3308,Male,2,Healthcare Representative,Divorced,20880,4.0,15,3,18.0,2,5,0,2,3,3,4.0,1.0,3.0,30609.734939
32,0,1.0,Sales,10,3,Marketing,3309,Female,1,Human Resources,Married,30720,5.0,12,0,9.0,4,5,1,3,1,3,3.0,3.0,2.0,23726.590361
52,0,2.0,Research & Development,1,1,Life Sciences,3310,Male,2,Laboratory Technician,Married,50060,3.0,16,1,31.0,2,9,0,0,3,3,3.0,4.0,3.0,27296.779116
37,0,1.0,Sales,24,2,Life Sciences,3311,Female,4,Laboratory Technician,Divorced,42570,4.0,15,0,9.0,2,1,0,0,3,3,4.0,3.0,3.0,21906.124497
28,0,1.0,Research & Development,21,4,Life Sciences,3312,Female,1,Healthcare Representative,Divorced,25000,1.0,16,2,6.0,3,5,0,4,3,3,2.0,4.0,3.0,22838.843373
22,0,1.0,Research & Development,2,2,Life Sciences,3313,Male,1,Sales Representative,Married,11020,6.0,19,0,4.0,3,2,2,2,2,3,4.0,4.0,1.0,23483.176706
44,0,1.0,Research & Development,22,3,Medical,3314,Female,1,Laboratory Technician,Married,104530,2.0,11,1,10.0,2,3,0,2,3,3,1.0,4.0,2.0,39498.361445
42,0,2.0,Sales,13,4,Life Sciences,3315,Female,2,Laboratory Technician,Single,22880,5.0,16,1,8.0,4,2,2,2,2,3,2.0,4.0,3.0,28815.116465
36,0,1.0,Research & Development,14,3,Other,3316,Male,2,Research Scientist,Married,39290,0.0,24,0,6.0,6,5,0,3,2,4,1.0,1.0,3.0,27494.092369
25,0,1.0,Sales,11,3,Life Sciences,3317,Female,1,Laboratory Technician,Married,23110,1.0,11,1,5.0,2,5,0,3,3,3,3.0,1.0,3.0,37461.405622
35,0,1.0,Research & Development,9,2,Life Sciences,3318,Female,1,Healthcare Representative,Married,31400,1.0,13,1,17.0,2,17,5,15,2,3,4.0,3.0,3.0,31638.799196
35,1,2.0,Sales,8,2,Marketing,3319,Female,1,Laboratory Technician,Divorced,36900,1.0,13,1,10.0,2,10,7,8,4,3,4.0,2.0,2.0,35867.654618
32,0,0.0,Research & Development,21,3,Life Sciences,3320,Male,1,Sales Executive,Divorced,44500,0.0,13,0,4.0,3,3,0,2,3,3,4.0,4.0,3.0,28412.092369
25,0,1.0,Sales,5,3,Marketing,3321,Female,4,Research Scientist,Married,27560,1.0,12,2,5.0,2,5,0,3,3,3,3.0,1.0,4.0,28113.831325
49,0,1.0,Sales,9,3,Technical Degree,3322,Female,2,Sales Representative,Married,190330,2.0,18,1,7.0,5,4,0,2,3,3,3.0,1.0,3.0,26960.489959
24,0,0.0,Research & Development,2,5,Technical Degree,3323,Male,2,Healthcare Representative,Married,187220,0.0,22,1,6.0,3,5,3,4,3,4,1.0,4.0,2.0,27338.168674
32,0,2.0,Research & Development,12,5,Medical,3324,Male,1,Research Scientist,Married,95470,1.0,13,1,10.0,3,10,5,3,2,3,2.0,2.0,3.0,24571.831325
38,0,1.0,Sales,22,2,Medical,3325,Male,1,Sales Executive,Married,137340,0.0,13,0,3.0,3,2,1,2,4,3,2.0,2.0,3.0,25225.823293
42,0,1.0,Research & Development,18,1,Technical Degree,3326,Female,2,Research Scientist,Married,199990,2.0,23,1,17.0,6,5,1,3,3,4,3.0,4.0,2.0,34611.224899
31,0,1.0,Research & Development,16,3,Life Sciences,3327,Female,3,Sales Executive,Married,22790,3.0,12,1,8.0,3,6,0,2,3,3,4.0,4.0,3.0,36339.353413
29,1,1.0,Sales,3,3,Marketing,3328,Male,3,Laboratory Technician,Divorced,59160,6.0,12,0,5.0,2,3,0,2,3,3,2.0,3.0,3.0,33761.53012
53,0,1.0,Research & Development,9,3,Life Sciences,3329,Male,1,Sales Representative,Married,20890,5.0,16,0,28.0,2,2,2,2,2,3,1.0,4.0,3.0,23033.30522
35,0,1.0,Research & Development,1,3,Life Sciences,3330,Male,3,Healthcare Representative,Married,167920,3.0,12,1,16.0,3,13,4,8,4,3,4.0,2.0,3.0,25470.313253
37,0,2.0,Research & Development,13,4,Life Sciences,3331,Female,3,Human Resources,Married,35640,5.0,11,0,10.0,1,5,0,0,1,3,3.0,4.0,3.0,26541.626506
53,0,1.0,Research & Development,1,1,Medical,3332,Male,1,Sales Executive,Single,44250,6.0,22,1,33.0,2,12,3,8,4,4,4.0,4.0,3.0,24132.955823
43,0,2.0,Research & Development,1,3,Medical,3333,Male,1,Laboratory Technician,Married,52650,4.0,11,1,12.0,4,5,2,2,3,3,4.0,4.0,2.0,27441.409638
47,0,1.0,Sales,15,4,Marketing,3334,Female,3,Research Director,Married,65530,0.0,15,0,8.0,2,7,7,7,3,3,3.0,4.0,3.0,38443.702811
37,0,0.0,Research & Development,1,5,Medical,3335,Female,2,Research Scientist,Single,62610,1.0,12,0,10.0,1,10,0,9,3,3,1.0,2.0,3.0,30058.903614
50,0,0.0,Research & Development,17,3,Medical,3336,Female,1,Laboratory Technician,Divorced,42980,1.0,20,1,31.0,6,31,14,7,3,4,1.0,1.0,3.0,23875.955823
39,0,1.0,Research & Development,1,3,Other,3337,Female,3,Human Resources,Married,68040,8.0,14,1,13.0,3,5,0,4,2,3,4.0,4.0,3.0,24888.879518
33,0,1.0,Sales,7,3,Life Sciences,3338,Male,2,Manufacturing Director,Divorced,38150,3.0,11,1,7.0,3,4,0,3,3,3,4.0,2.0,4.0,33837.353413
32,1,1.0,Research & Development,9,1,Medical,3339,Female,1,Laboratory Technician,Single,27410,1.0,15,1,1.0,5,1,0,1,2,3,1.0,4.0,1.0,36016.325301
29,0,1.0,Research & Development,5,4,Life Sciences,3340,Female,4,Healthcare Representative,Divorced,66730,6.0,12,1,8.0,2,4,0,3,4,3,1.0,4.0,3.0,22984.88755
44,0,1.0,Research & Development,26,2,Life Sciences,3341,Male,2,Manufacturing Director,Married,76390,1.0,14,0,8.0,6,8,7,1,3,3,2.0,1.0,3.0,35174.867469
28,0,1.0,Sales,24,5,Life Sciences,3342,Female,1,Research Scientist,Single,23280,1.0,11,2,4.0,3,4,0,2,3,3,1.0,4.0,3.0,23014.465863
58,1,2.0,Sales,9,2,Technical Degree,3343,Male,1,Sales Executive,Divorced,21530,9.0,11,0,3.0,3,1,0,0,3,3,4.0,4.0,2.0,37710.879518
43,0,1.0,Sales,7,4,Marketing,3344,Male,2,Sales Executive,Divorced,48760,4.0,16,2,4.0,4,1,0,0,3,3,1.0,2.0,4.0,23740.803212
20,1,1.0,Research & Development,11,3,Medical,3345,Male,2,Sales Executive,Single,93960,1.0,12,0,2.0,6,2,0,2,1,3,3.0,3.0,2.0,25524.493975
21,1,1.0,Research & Development,1,3,Medical,3346,Male,2,Sales Executive,Single,104000,1.0,13,1,1.0,2,1,0,0,3,3,4.0,4.0,2.0,28403.405622
36,0,1.0,Research & Development,26,4,Medical,3347,Male,1,Laboratory Technician,Married,84740,0.0,14,0,17.0,3,16,4,11,3,3,3.0,4.0,2.0,37182.164658
47,0,1.0,Research & Development,2,3,Life Sciences,3348,Male,2,Manufacturing Director,Single,99810,1.0,21,1,3.0,3,3,1,2,3,4,4.0,4.0,2.0,30608.650602
22,1,1.0,Research & Development,15,4,Life Sciences,3349,Female,1,Laboratory Technician,Married,124900,0.0,13,0,4.0,3,3,0,2,3,3,2.0,3.0,4.0,35291.28514
41,1,1.0,Research & Development,23,3,Life Sciences,3350,Female,2,Sales Executive,Divorced,26570,4.0,11,0,10.0,3,7,1,0,4,3,2.0,4.0,2.0,37426.261044
28,0,1.0,Research & Development,10,3,Life Sciences,3351,Female,3,Manager,Divorced,135910,5.0,20,1,6.0,2,2,2,2,3,4,3.0,3.0,3.0,27744.469879
39,1,1.0,Research & Development,10,4,Life Sciences,3352,Female,4,Human Resources,Married,66960,7.0,11,0,8.0,3,2,2,2,3,3,4.0,1.0,1.0,38517.53012
27,0,1.0,Research & Development,1,3,Medical,3353,Male,1,Research Scientist,Single,20580,1.0,14,1,1.0,5,1,0,0,3,3,2.0,3.0,3.0,27753.389558
34,0,1.0,Research & Development,12,2,Technical Degree,3354,Male,2,Human Resources,Divorced,88650,1.0,11,1,1.0,0,1,1,0,3,3,2.0,2.0,3.0,27727.084337
42,0,1.0,Sales,11,1,Technical Degree,3355,Male,2,Human Resources,Single,59400,7.0,16,0,10.0,2,5,0,3,2,3,3.0,3.0,3.0,24950.008032
33,0,1.0,Sales,2,3,Marketing,3356,Female,1,Sales Executive,Single,59140,3.0,16,1,6.0,4,3,0,2,3,3,3.0,1.0,3.0,38019.899598
58,0,1.0,Research & Development,2,4,Life Sciences,3357,Male,1,Research Scientist,Divorced,26220,2.0,23,0,24.0,3,6,0,4,3,4,3.0,2.0,3.0,29994.68273
31,0,1.0,Sales,1,3,Life Sciences,3358,Female,1,Sales Representative,Married,121850,3.0,14,0,13.0,2,7,5,2,3,3,2.0,3.0,4.0,21896.080321
35,0,1.0,Research & Development,2,1,Life Sciences,3359,Male,3,Healthcare Representative,Married,106090,1.0,22,0,10.0,3,10,0,7,3,4,4.0,4.0,1.0,37397.457831
49,0,1.0,Research & Development,25,2,Life Sciences,3360,Female,2,Sales Executive,Married,43450,4.0,15,0,29.0,3,26,1,7,2,3,1.0,2.0,2.0,25221.248995
48,0,1.0,Research & Development,1,4,Medical,3361,Male,1,Research Scientist,Married,21770,4.0,18,0,13.0,4,0,0,0,3,3,4.0,3.0,2.0,24169.831325
31,0,0.0,Research & Development,1,2,Technical Degree,3362,Female,2,Sales Executive,Married,27930,1.0,16,0,9.0,4,9,0,0,3,3,4.0,3.0,2.0,25419.995983
36,0,1.0,Human Resources,2,4,Technical Degree,3363,Male,1,Sales Executive,Single,79180,2.0,12,2,8.0,3,6,0,1,2,3,2.0,4.0,3.0,23417.196787
38,0,1.0,Sales,6,3,Other,3364,Male,2,Sales Executive,Married,87890,1.0,11,3,15.0,4,15,5,11,3,3,4.0,1.0,3.0,25497.7751
32,0,0.0,Sales,18,3,Marketing,3365,Male,1,Laboratory Technician,Married,23890,6.0,12,1,5.0,4,3,0,2,2,3,3.0,2.0,3.0,25460.995983
25,1,1.0,Research & Development,1,2,Life Sciences,3366,Male,1,Sales Executive,Married,32120,1.0,15,1,1.0,3,1,0,0,2,3,3.0,2.0,3.0,31943.502008
40,0,1.0,Research & Development,1,4,Medical,3367,Male,2,Research Scientist,Divorced,192320,2.0,14,1,11.0,3,1,0,0,3,3,1.0,2.0,2.0,22023.036144
26,0,2.0,Sales,11,3,Marketing,3368,Male,2,Healthcare Representative,Single,22670,1.0,19,3,7.0,2,7,0,7,2,3,3.0,1.0,3.0,27305.373493
41,0,1.0,Research & Development,1,4,Medical,3369,Male,1,Research Scientist,Single,195170,2.0,13,0,20.0,5,18,2,17,3,3,4.0,1.0,3.0,38351.345381
36,0,1.0,Research & Development,9,3,Life Sciences,3370,Female,2,Healthcare Representative,Single,24360,4.0,13,0,16.0,3,11,3,9,1,3,3.0,3.0,3.0,25568.301204
19,1,1.0,Research & Development,15,3,Life Sciences,3371,Male,2,Research Scientist,Single,160640,1.0,15,1,1.0,3,1,0,0,3,3,4.0,2.0,4.0,38226.02008
20,1,1.0,Research & Development,29,3,Life Sciences,3372,Female,3,Laboratory Technician,Single,27070,1.0,11,0,1.0,2,1,0,0,3,3,1.0,1.0,3.0,21946.289156
31,0,1.0,Research & Development,1,4,Life Sciences,3373,Male,4,Research Director,Married,190680,0.0,12,0,10.0,1,9,8,5,3,3,4.0,4.0,1.0,29886.562248
40,0,2.0,Sales,1,3,Marketing,3374,Male,1,Research Scientist,Divorced,39310,8.0,19,0,3.0,2,1,0,0,2,3,4.0,2.0,3.0,29161.751004
32,0,1.0,Research & Development,24,3,Life Sciences,3375,Male,4,Laboratory Technician,Married,37300,1.0,25,1,8.0,4,8,6,3,3,4,3.0,1.0,4.0,28509.670682
36,1,1.0,Research & Development,10,3,Medical,3376,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,7,3,3,3.0,4.0,3.0,35282.413654
33,0,1.0,Research & Development,1,4,Medical,3377,Female,4,Manufacturing Director,Single,44650,0.0,13,0,6.0,3,5,1,4,3,3,2.0,4.0,3.0,21672.080321
37,1,1.0,Sales,10,4,Marketing,3378,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,7,2,3,1.0,3.0,1.0,22813.461847
45,0,0.0,Research & Development,8,1,Life Sciences,3379,Male,2,Sales Executive,Married,33190,1.0,12,1,9.0,3,9,0,8,3,3,3.0,2.0,2.0,22758.39759
29,0,2.0,Research & Development,29,1,Life Sciences,3380,Male,1,Sales Representative,Married,192020,1.0,12,0,3.0,5,3,0,2,3,3,3.0,4.0,3.0,27378.88755
35,0,1.0,Human Resources,1,3,Human Resources,3381,Male,3,Laboratory Technician,Married,136750,1.0,15,3,5.0,5,5,1,0,2,3,3.0,3.0,3.0,22945.5502
52,0,1.0,Research & Development,5,4,Other,3382,Male,1,Laboratory Technician,Married,29110,2.0,17,2,26.0,3,9,7,8,3,3,4.0,4.0,2.0,25103.963855
58,1,1.0,Sales,9,2,Medical,3383,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,0,1,3,4.0,3.0,3.0,26902.987951
53,0,1.0,Research & Development,9,3,Technical Degree,3384,Male,1,Manager,Divorced,39200,6.0,16,1,22.0,3,17,15,2,3,3,3.0,3.0,4.0,23474.538152
30,0,1.0,Sales,3,4,Marketing,3385,Male,1,Sales Executive,Divorced,64340,5.0,14,1,10.0,3,8,7,7,2,3,3.0,3.0,4.0,28788.032128
38,0,0.0,Sales,4,3,Life Sciences,3386,Male,2,Research Director,Single,100480,1.0,23,1,6.0,2,5,1,3,3,4,3.0,4.0,3.0,29101.819277
35,0,1.0,Sales,1,2,Life Sciences,3387,Female,2,Healthcare Representative,Divorced,109380,6.0,14,2,12.0,2,10,0,8,1,3,4.0,4.0,3.0,26399.345381
39,0,1.0,Sales,1,1,Marketing,3388,Male,2,Research Scientist,Single,23400,0.0,11,1,9.0,2,8,0,7,2,3,3.0,3.0,3.0,23424.088353
40,1,0.0,Research & Development,2,4,Life Sciences,3389,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,0,3,3,2.0,2.0,2.0,34243.939759
47,0,2.0,Research & Development,7,4,Life Sciences,3390,Male,3,Sales Executive,Divorced,69310,1.0,11,0,20.0,3,19,2,7,3,3,3.0,3.0,4.0,36296.088353
36,0,0.0,Sales,28,1,Life Sciences,3391,Male,2,Research Scientist,Divorced,48980,4.0,13,1,12.0,3,7,0,7,3,3,1.0,4.0,3.0,24541.216867
31,1,0.0,Research & Development,28,4,Medical,3392,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2,3,4,3.0,1.0,3.0,29509.678714
33,0,0.0,Sales,15,3,Other,3393,Male,4,Research Director,Single,194360,1.0,19,2,10.0,4,10,6,0,3,3,4.0,3.0,3.0,28354.301204
29,1,1.0,Human Resources,3,5,Life Sciences,3394,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,0,2,3,4.0,1.0,3.0,37181.373493
33,0,1.0,Research & Development,2,2,Technical Degree,3395,Male,2,Laboratory Technician,Single,34790,3.0,12,0,5.0,3,3,0,2,3,3,2.0,4.0,3.0,26905.261044
45,0,1.0,Research & Development,26,1,Medical,3396,Female,3,Healthcare Representative,Divorced,27940,3.0,19,1,8.0,2,5,0,2,3,3,4.0,4.0,3.0,25231.690763
50,0,1.0,Sales,10,1,Life Sciences,3397,Female,1,Manufacturing Director,Divorced,52490,9.0,21,2,32.0,2,5,1,3,2,4,4.0,4.0,2.0,26602.522088
